,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
372,katete,100,UG,1619715985,90,-0.7818,29.7544,63.86,3.94
373,mogadishu,92,SO,1619715986,75,2.0371,45.3438,83.62,12.15
374,sao joao da barra,79,IN,1619715986,21,20.5113,76.2129,89.26,10.78
375,ylivieska,59,FI,1619715987,49,64.0833,24.55,37.99,7
376,san pedro de macoris,88,ML,1619715874,13,13.3034,-4.8956,106.39,8.86
377,luderitz,0,NA,1619715987,58,-26.6481,15.1594,62.46,27.87
378,catuday,18,PH,1619715988,75,16.2923,119.8062,78.6,9.04
379,bonfim,75,BR,1619715988,47,3.0833,-59.95,89.85,4.47
380,mazagao,40,BR,1619715989,55,-0.115,-51.2894,91.4,6.91
381,high level,90,US,1619715989,94,33.6123,-95.7472,70,6.91
382,donduseni,71,MD,1619715990,76,48.2427,27.6101,54.14,13.58
383,namibe,55,AO,1619715990,69,-15.1961,12.1522,76.62,14.94
384,siderno,21,IT,1619715918,77,38.2779,16.302,69.01,14.97
385,kirovsk,13,UA,1619715991,58,48.6375,38.6428,49.73,7.92
386,xai-xai,28,MZ,1619715991,76,-25.0519,33.6442,74.91,10.51
387,thayetmyo,57,MM,1619715992,56,19.3167,95.1833,86.81,1.57
388,batagay-alyta,100,RU,1619715992,92,67.8006,130.4114,9.86,5.57
389,monywa,80,MM,1619715993,46,22.1167,95.1333,87.26,8.1
390,fort-shevchenko,16,KZ,1619715993,68,44.5086,50.263,57.85,19.64
391,galveston,90,US,1619715994,78,29.3669,-94.9669,80.01,13.8
392,birao,87,CF,1619715994,21,10.2849,22.7882,90.5,1.25
393,sal rei,0,JO,1619715995,17,32.5694,35.9119,84.2,10.36
394,abnub,0,EG,1619715995,14,27.2696,31.1511,95,13.8
395,zyryanka,100,RU,1619715995,88,65.75,150.85,27.63,3.24
396,basoko,91,CD,1619715996,88,1.2391,23.616,76.26,3.49
397,tazovskiy,100,RU,1619715536,93,67.4667,78.7,29.46,5.99
398,nuuk,90,GL,1619715997,100,64.1835,-51.7216,30.2,4.61
399,motala,66,SE,1619715997,57,58.5371,15.0365,46.4,10.36
400,poso,87,ID,1619715936,74,-1.3959,120.7524,80.01,4.05
401,tura,30,IN,1619715998,31,25.5198,90.2201,80.38,3.29
402,uzyn,0,UA,1619715999,41,49.8262,30.4149,60.8,6.71
403,usinsk,88,RU,1619715999,69,65.9939,57.5281,27.93,6.98
404,georgetown,40,MY,1619716000,94,5.4112,100.3354,78.8,3.44
405,maragogi,71,BR,1619715857,70,-9.0122,-35.2225,83.03,12.21
406,byron bay,40,US,1619716001,39,44.0327,-92.6455,66.2,9.22
407,aranos,73,NA,1619716001,40,-24.1333,19.1167,70.56,13.15
408,troitskoye,100,RU,1619716001,96,52.9821,84.6757,53.53,9.64
409,kaa-khem,98,RU,1619716002,48,51.6833,94.7333,48.96,5.82
410,khandyga,100,RU,1619716002,99,62.6667,135.6,27.73,1.21
411,mehamn,20,NO,1619715570,80,71.0357,27.8492,32,2.3
412,fort stewart,100,NL,1619716003,90,52.6517,6.3861,46,1.99
413,christchurch,26,NZ,1619715901,100,-43.5333,172.6333,46.99,2.3
414,homestead,40,US,1619715855,62,25.4687,-80.4776,87.01,13.8
415,mpongwe,99,ZM,1619716004,73,-13.5091,28.155,70.32,4.83
416,taoudenni,38,ML,1619715930,9,22.6783,-3.9836,106.86,10.92
417,paramonga,14,PE,1619716005,75,-10.6667,-77.8333,71.26,11.34
418,verkh-usugli,95,RU,1619716005,94,52.7,115.1667,25.02,5.82
419,salta,40,AR,1619716005,56,-24.7859,-65.4117,69.01,5.75
420,sioux lookout,1,US,1619716006,34,42.7333,-96.2336,68,18.41
421,madera,35,US,1619716007,31,37.1666,-119.8343,75.99,1.99
422,newport,89,GB,1619716007,63,51.5877,-2.9984,52,1.99
423,erenhot,98,CN,1619716008,30,43.6475,111.9767,43.9,4.74
424,presidente venceslau,3,BR,1619716008,58,-29.9461,-50.1113,70.59,6.2
425,bulgan,84,MN,1619716008,72,48.8125,103.5347,36.95,4.18
426,vancouver,90,CA,1619715972,76,49.2497,-123.1193,59,1.3
427,axim,100,GH,1619716009,76,4.8699,-2.2405,83.05,8.41
428,imeni poliny osipenko,100,NG,1619716010,56,7.3199,5.9646,85.21,4.27
429,sayyan,80,YE,1619716010,58,15.1718,44.3244,62.38,4.72
430,candido mendes,70,CO,1619716011,70,1.2508,-75.6013,81.64,4.07
431,pimentel,0,PE,1619716011,57,-6.8367,-79.9342,77,12.66
432,nenjiang,100,CN,1619716012,93,49.1833,125.2167,39.4,9.46
433,huarmey,1,PE,1619716013,73,-10.0681,-78.1522,72.75,10.96
434,dolores,0,AR,1619716013,50,-36.3132,-57.6792,72.48,9.48
435,aban,96,RU,1619716013,98,56.67,96.06,36.3,4.92
436,altay,36,CN,1619716014,44,47.8667,88.1167,58.14,7.96
437,lac du bonnet,75,AL,1619716014,56,41.6356,19.7131,69.8,4.61
438,gazojak,96,TM,1619716015,39,41.1875,61.4036,77.04,19.28
439,bambanglipuro,92,ID,1619715795,82,-7.95,110.2833,76.59,2.19
440,jalu,0,LY,1619716015,5,29.0331,21.5482,91.04,5.32
441,roald,20,NO,1619715951,57,62.5833,6.1333,45,17.27
442,xingcheng,40,CN,1619716016,73,40.6167,120.7167,45.66,5.53
443,tessalit,52,ML,1619716017,5,20.1986,1.0114,106.7,7.29
444,nemuro,100,JP,1619716017,98,43.3236,145.575,37.96,18.12
445,moss point,40,NO,1619716018,34,59.434,10.6577,51.01,9.22
446,eyrarbakki,75,IS,1619716018,61,63.863,-21.1481,44.6,4.61
447,klaksvik,75,FO,1619716019,60,62.2266,-6.589,39.2,14.97
448,muriwai beach,33,NZ,1619716019,94,-36.825,174.4388,55,6.35
449,talnakh,100,RU,1619715910,98,69.4865,88.3972,29.98,3.91
450,san lorenzo,88,ML,1619716015,13,13.3034,-4.8956,106.39,8.86
451,dunedin,100,NZ,1619716020,77,-45.8742,170.5036,54,1.01
452,saravan,75,AM,1619716021,49,39.7196,45.6483,69.8,9.22
453,bata,75,GQ,1619716021,84,1.8639,9.7658,84.2,6.91
454,ust-kulom,96,RU,1619716022,72,61.6864,53.6902,32.16,4.14
455,dapaong,66,TG,1619716023,18,10.8639,0.205,101.66,8.68
456,wonthaggi,7,AU,1619716024,93,-38.6044,145.5913,51.01,4.52
457,raton,1,US,1619716024,20,36.9034,-104.4391,62.6,24.16
458,praia da vitoria,75,CV,1619716010,53,14.9215,-23.5087,78.8,21.85
459,alta floresta,90,NO,1619715541,93,69.9689,23.2717,33.01,8.05
460,san jose,88,ML,1619716015,13,13.3034,-4.8956,106.39,8.86
461,camocim,92,BR,1619716025,75,-2.9022,-40.8411,83.79,7.65
462,lincoln,1,US,1619716026,31,40.8,-96.667,73.4,14.97
463,yerbogachen,20,RU,1619716026,92,61.2767,108.0108,23.38,4.09
464,aklavik,91,CA,1619716027,50,68.2191,-135.0107,26.6,6.91
465,lar,0,IN,1619716028,10,26.2039,83.9717,92.12,3.94
466,gat,4,IL,1619716029,52,31.61,34.7642,75,8.68
467,grand centre,1,US,1619715895,26,38.8755,-109.5012,70,8.05
468,malanje,89,AO,1619716029,87,-9.5402,16.341,69.24,1.97
469,crestview,90,US,1619715979,65,30.7621,-86.5705,80.6,6.91
470,chitral,37,PK,1619716030,47,35.8462,71.7858,62.22,2.51
471,belyy yar,99,RU,1619716032,78,55.8402,32.9419,44.83,3.36
472,egvekinot,18,RU,1619716033,87,66.3167,-179.1667,10.76,7.29
473,tonstad,91,NO,1619716033,48,58.6626,6.7169,48.99,4
474,porterville,1,US,1619715815,27,36.0652,-119.0168,77,3.44
475,atambua,55,ID,1619716034,88,-9.1061,124.8925,72.37,3.58
476,adeje,75,ES,1619716034,64,28.1227,-16.726,72,12.66
477,aksu,0,CN,1619715813,11,41.1231,80.2644,73.54,5.48
478,chipinge,4,ZW,1619716035,74,-20.1883,32.6236,65.07,4.94
479,diamantino,95,BR,1619716035,46,-14.4086,-56.4461,83.39,6.82
480,sabang,100,ID,1619716036,69,5.8933,95.3214,83.37,3.62
481,codrington,22,AU,1619715845,91,-38.2667,141.9667,53.24,5.5
482,fare,62,PF,1619715551,73,-16.7,-151.0167,81.19,8.12
483,hambantota,100,LK,1619716037,81,6.1241,81.1185,80.78,9.53
484,mountain home,23,CO,1619716037,74,13.3667,-81.3667,79.77,10.51
485,goure,1,NE,1619716038,2,13.9835,10.2704,100.99,5.01
486,bairiki,75,KI,1619716038,83,1.3292,172.9752,82.4,8.05
487,kerouane,92,GN,1619716039,75,9.2667,-9.0167,77.85,3.29
488,nioro,31,GM,1619716039,11,13.35,-15.75,104.76,5.7
489,ndioum,0,SN,1619716040,15,16.5129,-14.6471,105.8,2.3
490,oranjemund,0,NA,1619715922,87,-28.55,16.4333,58.82,21.14
491,long,80,TH,1619716041,67,18.0761,99.8326,82,2.73
492,olenegorsk,100,RU,1619716041,94,68.15,33.3,28.24,10.94
493,kysyl-syr,59,RU,1619716042,96,63.8986,122.7617,16.92,2.35
494,estrella,52,PH,1619716042,81,15.75,121.0333,74.77,3.51
495,pacific grove,90,US,1619716043,77,38.482,-90.7415,66.99,13.8
496,sambava,11,MG,1619716044,85,-14.2667,50.1667,78.33,13.49
497,salamiyah,37,SY,1619716045,34,35.0113,37.0532,77.74,7.4
498,kodinsk,18,RU,1619716045,94,58.6881,99.1844,25.23,3.27
499,san rafael,88,ML,1619715874,13,13.3034,-4.8956,106.39,8.86
500,puerto baquerizo moreno,20,ES,1619715779,48,36.5939,-6.233,68,11.5
501,san miguel,88,ML,1619715874,13,13.3034,-4.8956,106.39,8.86
502,wattegama,100,LK,1619716046,90,6.7989,81.4808,76.68,1.43
503,fort nelson,100,NL,1619716003,90,52.6517,6.3861,46,1.99
504,pristol,71,RO,1619716047,77,44.2247,22.7092,58.98,3.22
505,kemijarvi,100,FI,1619716048,77,66.7131,27.4306,32.72,7.56
506,teya,100,RU,1619716048,98,60.3778,92.6267,35.65,3.49
507,vostok,16,RU,1619716049,52,46.4856,135.8833,34.59,3.91
508,tatawin,47,TN,1619716049,6,32.9297,10.4518,100.4,13.8
509,mustang,75,US,1619716050,63,35.3842,-97.7245,66.99,17.27
510,peabiru,20,BR,1619716050,38,-23.9128,-52.3431,78.8,5.75
511,ketchikan,90,US,1619716051,93,55.3422,-131.6461,48.2,17.27
512,cenotillo,0,MX,1619716051,30,20.9667,-88.6167,95.61,12.84
513,kieta,92,PG,1619716052,81,-6.2167,155.6333,77.61,3.27
514,pucallpa,40,PE,1619715566,61,-8.3791,-74.5539,80.6,16.11
515,northam,28,GB,1619716052,58,51.0333,-4.2167,52,7.4
516,manggar,86,ID,1619716053,77,-2.8833,108.2667,81.54,4.09
517,khandbari,40,NP,1619716053,40,27.3747,87.2039,70.34,4.99
518,ekibastuz,100,KZ,1619716054,49,51.6667,75.3667,55.81,13.53
519,baturaja,91,ID,1619716054,97,-4.1333,104.1667,74.07,2.01
520,bad ischl,100,DE,1619716055,39,47.6333,9.8333,55,4.52
521,hay river,94,GB,1619716055,52,52.0705,-3.1274,51.01,6.71
522,paveh,1,IR,1619715922,46,35.0434,46.3565,61.05,2.82
523,shangrao,0,CN,1619716056,78,28.4532,117.9686,61.79,2.44
524,ixtapa,40,MX,1619716019,69,20.7,-105.2,80.6,8.05
525,jabinyanah,26,TN,1619716057,70,35.035,10.9081,70.03,11.65
526,novyy urengoy,20,RU,1619716058,77,45.0072,38.9819,63,4.47
527,bakel,51,SN,1619716058,9,14.905,-12.4568,110.7,2.1
528,kaka,89,TM,1619716059,73,37.3482,59.6143,67.51,17.47
529,charters towers,90,US,1619716059,94,38.5736,-83.4333,66.2,16.11
530,aguimes,75,ES,1619716060,73,27.9054,-15.4461,70,2.3
531,sterling,75,US,1619716060,57,39.0062,-77.4286,78.8,6.91
532,olafsvik,31,IS,1619716061,75,64.8945,-23.7142,40.59,6.76
533,takoradi,100,GH,1619716024,72,4.8845,-1.7554,84.16,10.98
534,khovu-aksy,100,RU,1619716062,55,51.1333,93.6,43.93,2.55
535,sur,87,OM,1619715999,40,22.5667,59.5289,87.75,6.93
536,lagunas,83,PE,1619716063,59,-5.2269,-75.6753,84.83,6.31
537,mezinovskiy,68,RU,1619716063,72,55.5042,40.3593,41.56,4.36
538,hami,15,CN,1619716064,16,42.8,93.45,73.45,7.49
539,bandarbeyla,87,SO,1619716065,75,9.4942,50.8122,83.95,9.75
540,nuevo progreso,1,US,1619715897,18,33.8014,-117.1459,78.01,1.97
541,port lincoln,94,CD,1619715566,78,-7.0349,29.7638,75.43,6.26
542,tena,90,EC,1619716066,94,-0.9833,-77.8167,75.2,2.3
543,new milford,40,LR,1619716066,74,6.6518,-10.5932,87.8,13.8
544,lazo,84,RU,1619716067,45,43.3817,133.9014,38.05,2.55
